ID,Contract,Dependents,DeviceProtection,InternetService,MonthlyCharges,MultipleLines,Partner,PaymentMethod,PhoneService,SeniorCitizen,TVProgram,TotalCharges,gender,tenure,Label
2874,Month-to-month,No,No,Fiber optic,74.65,Yes,Yes,Electronic check,Yes,0,No,301.4,Male,4,Yes
2875,Month-to-month,Yes,No,Fiber optic,88.3,No,Yes,Mailed check,Yes,1,Yes,273.75,Female,3,Yes
2876,One year,No,Yes,Fiber optic,109.15,Yes,Yes,Credit card (automatic),Yes,0,Yes,7789.6,Female,72,No
2877,Month-to-month,No,No,Fiber optic,74.25,No,No,Electronic check,Yes,0,No,3089.1,Male,41,No
2878,One year,Yes,No,Fiber optic,103.25,Yes,Yes,Credit card (automatic),Yes,0,Yes,5037.55,Female,48,Yes
2879,Two year,Yes,Yes,DSL,89.7,Yes,Yes,Credit card (automatic),Yes,0,Yes,6339.3,Male,72,No
2880,Two year,No,No internet service,No,20.5,No,No,Credit card (automatic),Yes,0,No internet service,1424.9,Female,68,No
2881,Month-to-month,Yes,No,DSL,24.7,No phone service,Yes,Electronic check,No,0,No,149.05,Female,7,No
2882,Two year,Yes,No,DSL,34.6,No phone service,Yes,Mailed check,No,0,No,813.45,Female,23,No
2883,Month-to-month,No,No,Fiber optic,55.063992799999994,Yes,No,Electronic check,Yes,0,No,1199.8428720000004,Female,22,No
2884,Two year,Yes,Yes,Fiber optic,89.1,Yes,Yes,Credit card (automatic),Yes,0,Yes,5411.65,Male,62,No
2885,Month-to-month,No,No,Fiber optic,100.8560051,Yes,Yes,Electronic check,Yes,0,Yes,2853.19673,Male,27,Yes
2886,Month-to-month,No,Yes,Fiber optic,105.5,No,No,Electronic check,Yes,0,Yes,2686.05,Male,25,No
2887,Month-to-month,No,No,Fiber optic,25.44416534,No,No,Electronic check,Yes,0,No,1077.0729720000004,Female,48,Yes
2888,Two year,No,No,DSL,43.9,No phone service,No,Electronic check,No,0,Yes,3097.2,Male,67,No
2889,Month-to-month,Yes,Yes,Fiber optic,95.3,Yes,No,Bank transfer (automatic),Yes,0,No,3275.15,Male,33,No
2890,Month-to-month,No,No,DSL,46.3,No,No,Mailed check,Yes,0,No,46.3,Male,1,Yes
2891,Month-to-month,No,No,DSL,45.85,No,No,Mailed check,Yes,1,No,45.85,Male,1,No
2892,Month-to-month,No,No,Fiber optic,65.44864516,No,No,Electronic check,Yes,0,No,618.1604597999999,Female,9,Yes
2893,Month-to-month,No,No,Fiber optic,85.38080852,Yes,No,Electronic check,Yes,0,Yes,1963.247176,Male,23,Yes
2894,Two year,No,No internet service,No,20.0,No,No,Credit card (automatic),Yes,1,No internet service,1396.0,Male,68,No
2895,Two year,No,No internet service,No,25.3,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,1554.9,Female,61,No
2896,Two year,No,No internet service,No,20.05,No,Yes,Credit card (automatic),Yes,0,No internet service,679.0,Male,34,No
2897,Two year,No,No internet service,No,24.55,Yes,Yes,Electronic check,Yes,0,No internet service,1750.7,Female,72,No
2898,Two year,Yes,Yes,DSL,64.15,Yes,Yes,Credit card (automatic),Yes,0,No,4254.1,Female,69,No
2899,Month-to-month,No,Yes,Fiber optic,104.45,Yes,Yes,Electronic check,Yes,1,Yes,2184.85,Male,23,No
2900,One year,No,No,Fiber optic,96.5,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5673.7,Male,61,No
2901,Month-to-month,No,No,Fiber optic,75.43023442,No,No,Electronic check,Yes,0,No,75.43023442,Female,1,Yes
2902,Month-to-month,No,Yes,DSL,55.55,No phone service,Yes,Credit card (automatic),No,1,Yes,2342.2,Female,43,Yes
2903,Two year,Yes,No internet service,No,26.0,Yes,Yes,Bank transfer (automatic),Yes,0,No internet service,1796.55,Male,69,No
2904,One year,No,Yes,Fiber optic,110.5,Yes,No,Electronic check,Yes,1,Yes,6139.5,Female,56,No
2905,Month-to-month,No,No,Fiber optic,55.73548594,Yes,No,Electronic check,Yes,0,No,1114.193837,Female,26,Yes
2906,One year,Yes,No,Fiber optic,94.8,No,No,Credit card (automatic),Yes,1,Yes,5264.3,Male,56,No
2907,Two year,No,Yes,Fiber optic,110.0,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,7611.85,Male,68,Yes
2908,Month-to-month,No,Yes,Fiber optic,98.29868686,Yes,Yes,Electronic check,Yes,0,Yes,5181.221154999998,Male,53,No
2909,Two year,No,Yes,Fiber optic,99.2,No,Yes,Electronic check,Yes,1,Yes,7213.75,Female,71,No
2910,Month-to-month,Yes,No,Fiber optic,85.2,Yes,Yes,Credit card (automatic),Yes,0,No,2151.6,Male,27,No
2911,Month-to-month,No,No,DSL,54.6,No,Yes,Bank transfer (automatic),Yes,0,Yes,1125.2,Male,21,No
2912,Month-to-month,No,No internet service,No,20.0,No,No,Mailed check,Yes,0,No internet service,63.6,Female,3,No
2913,Two year,No,No,DSL,61.45,No,Yes,Credit card (automatic),Yes,0,No,4131.2,Female,69,No
2914,Month-to-month,No,No,Fiber optic,86.60830586,Yes,Yes,Electronic check,Yes,0,Yes,2447.6843559999998,Male,27,Yes
2915,Month-to-month,No,Yes,DSL,81.25,No,Yes,Bank transfer (automatic),Yes,0,Yes,580.1,Female,7,No
2916,Month-to-month,No,No internet service,No,20.15,No,Yes,Electronic check,Yes,0,No internet service,91.4,Female,4,No
2917,Month-to-month,No,Yes,Fiber optic,102.25,Yes,Yes,Credit card (automatic),Yes,0,Yes,1359.0,Male,13,Yes
2918,Month-to-month,No,No,Fiber optic,86.50356788,No,No,Electronic check,Yes,0,No,237.9946399,Female,3,Yes
2919,Two year,No,Yes,DSL,49.85,No phone service,Yes,Bank transfer (automatic),No,0,No,3370.2,Female,70,No
2920,Month-to-month,No,No,Fiber optic,78.45,No,No,Electronic check,Yes,0,No,2435.15,Male,31,Yes
2921,Month-to-month,No,Yes,DSL,59.45,No,No,Electronic check,Yes,0,No,3043.7,Female,52,No
2922,Month-to-month,No,No,Fiber optic,70.41726758,No,No,Electronic check,Yes,0,No,70.41726758,Female,1,No
2923,Month-to-month,No,Yes,DSL,39.9,No phone service,No,Bank transfer (automatic),No,0,No,2796.35,Male,68,No
2924,Two year,Yes,No internet service,No,19.5,No,Yes,Mailed check,Yes,0,No internet service,1147.85,Male,59,No
2925,Month-to-month,No,No,DSL,49.5,No,No,Electronic check,Yes,0,No,49.5,Female,1,No
2926,Two year,No,Yes,Fiber optic,110.15,Yes,Yes,Credit card (automatic),Yes,0,Yes,7881.2,Female,72,No
2927,Month-to-month,No,No,DSL,55.2,No,No,Electronic check,Yes,0,No,220.65,Female,4,No
2928,Two year,No,No internet service,No,19.6,No,No,Credit card (automatic),Yes,1,No internet service,967.9,Female,51,No
2929,Month-to-month,No,No,Fiber optic,85.98391568,Yes,No,Electronic check,Yes,0,Yes,1090.607237,Female,12,Yes
2930,Month-to-month,No,No,DSL,55.0,No,No,Credit card (automatic),Yes,0,Yes,55.0,Female,1,Yes
2931,One year,No,No,DSL,63.85,Yes,No,Credit card (automatic),Yes,1,No,4174.35,Female,66,No
2932,Month-to-month,No,No,Fiber optic,73.06282118,No,No,Electronic check,Yes,0,No,355.3754103,Female,4,Yes
2933,Month-to-month,No,No,Fiber optic,83.89474997,No,No,Electronic check,Yes,0,No,83.89474997,Male,1,Yes
2934,Month-to-month,No,No,DSL,63.75,No,No,Bank transfer (automatic),Yes,0,Yes,226.2,Male,4,No
2935,Month-to-month,No,Yes,Fiber optic,98.05,Yes,No,Bank transfer (automatic),Yes,0,Yes,3990.6,Female,41,No
2936,Two year,Yes,Yes,Fiber optic,108.75,Yes,Yes,Credit card (automatic),Yes,0,Yes,7156.2,Female,67,Yes
2937,Month-to-month,No,No,Fiber optic,73.94487403,Yes,No,Electronic check,Yes,0,Yes,3743.250862,Female,51,Yes
2938,Month-to-month,No,No,DSL,44.88579405,No,No,Electronic check,Yes,0,No,128.30732,Female,3,No
2939,Two year,Yes,No internet service,No,20.75,No,Yes,Mailed check,Yes,0,No internet service,1123.15,Male,57,No
2940,Two year,No,No internet service,No,19.35,No,No,Mailed check,Yes,0,No internet service,1099.6,Male,59,Yes
2941,Two year,Yes,No internet service,No,19.35,No,Yes,Mailed check,Yes,0,No internet service,278.85,Male,15,No
2942,One year,No,No internet service,No,20.15,No,No,Mailed check,Yes,0,No internet service,163.7,Male,9,No
2943,Two year,No,Yes,Fiber optic,116.45,Yes,No,Bank transfer (automatic),Yes,0,Yes,8013.55,Female,72,No
2944,Two year,No,No internet service,No,25.1,Yes,No,Credit card (automatic),Yes,1,No internet service,1672.15,Male,67,No
2945,One year,No,No internet service,No,26.3,Yes,Yes,Electronic check,Yes,0,No internet service,1763.55,Female,69,No
2946,Month-to-month,No,No internet service,No,19.6,No,No,Credit card (automatic),Yes,0,No internet service,300.4,Male,14,No
2947,One year,Yes,Yes,Fiber optic,100.55,Yes,No,Credit card (automatic),Yes,0,No,2830.45,Male,29,No
2948,Month-to-month,No,No,Fiber optic,75.51831406,Yes,No,Electronic check,Yes,0,No,413.7525099,Female,5,Yes
2949,One year,No,Yes,DSL,68.95,Yes,No,Credit card (automatic),Yes,0,Yes,2038.7,Female,30,No
2950,Month-to-month,Yes,No internet service,No,24.8,Yes,No,Credit card (automatic),Yes,0,No internet service,223.9,Male,10,No
2951,Month-to-month,No,No,Fiber optic,85.45,Yes,No,Bank transfer (automatic),Yes,0,Yes,4517.25,Male,53,Yes
2952,Two year,Yes,No internet service,No,25.4,Yes,Yes,Mailed check,Yes,0,No internet service,1782.05,Male,70,No
2953,Month-to-month,No,No,Fiber optic,72.27150487,Yes,Yes,Electronic check,Yes,0,Yes,2409.66407,Male,33,No
2954,Month-to-month,No,No,Fiber optic,95.2,Yes,Yes,Electronic check,Yes,0,Yes,292.85,Female,3,Yes
2955,Month-to-month,No,Yes,Fiber optic,106.5492986,Yes,Yes,Electronic check,Yes,0,Yes,4133.641995,Female,37,Yes
2956,Month-to-month,No,No,DSL,51.4,No phone service,No,Electronic check,No,0,Yes,96.8,Female,2,No
2957,Month-to-month,Yes,No,Fiber optic,95.4,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,4613.95,Female,49,No
2958,Month-to-month,No,No,DSL,54.85,No,No,Mailed check,Yes,1,No,104.2,Female,2,Yes
2959,Two year,Yes,No internet service,No,19.8,No,Yes,Credit card (automatic),Yes,1,No internet service,1388.45,Male,71,No
2960,Two year,No,Yes,Fiber optic,110.75,Yes,Yes,Electronic check,Yes,0,Yes,7751.7,Female,72,No
2961,Month-to-month,No,No,Fiber optic,76.6402472,No,No,Electronic check,Yes,0,No,157.8267582,Female,2,Yes
2962,Month-to-month,No,No,Fiber optic,86.00359245,Yes,No,Electronic check,Yes,0,No,814.3586866,Male,9,No
2963,Month-to-month,No,No,Fiber optic,94.55,Yes,No,Electronic check,Yes,0,Yes,1173.55,Male,12,No
2964,One year,No,No,DSL,50.6,No phone service,No,Mailed check,No,0,Yes,1288.75,Male,24,No
2965,One year,Yes,No,Fiber optic,100.0,No,Yes,Bank transfer (automatic),Yes,0,Yes,1888.65,Male,19,Yes
2966,Month-to-month,No,No,Fiber optic,85.34285729,Yes,No,Electronic check,Yes,0,No,418.4830246,Female,5,Yes
2967,Month-to-month,No,No,DSL,43.8,No,No,Mailed check,Yes,1,No,2106.05,Female,49,No
2968,One year,No,Yes,Fiber optic,115.8,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,7942.15,Male,66,No
2969,Two year,No,Yes,DSL,86.7,No,No,Bank transfer (automatic),Yes,0,Yes,5309.5,Male,63,No
2970,Month-to-month,No,No,Fiber optic,82.48372667,Yes,Yes,Electronic check,Yes,0,Yes,2619.064249,Male,32,No
2971,Two year,No,Yes,DSL,41.95,No phone service,Yes,Electronic check,No,1,No,2965.75,Male,68,No
2972,One year,Yes,No,DSL,35.8,No phone service,Yes,Credit card (automatic),No,0,No,1782.0,Female,49,No
2973,Month-to-month,No,No,Fiber optic,93.55,Yes,No,Bank transfer (automatic),Yes,0,Yes,536.4,Female,6,Yes
2974,Month-to-month,No,No,Fiber optic,80.05,Yes,No,Bank transfer (automatic),Yes,0,No,830.7,Female,10,Yes
2975,Month-to-month,No,No,Fiber optic,71.14224707,Yes,No,Electronic check,Yes,0,No,396.3281702,Female,5,Yes
2976,Month-to-month,No,No,Fiber optic,75.75565962,No,No,Electronic check,Yes,0,No,541.0568984,Female,7,No
2977,Month-to-month,No,No,Fiber optic,70.65392778,No,No,Electronic check,Yes,0,No,227.4800192,Female,3,No
2978,Month-to-month,No,Yes,Fiber optic,99.78232759,Yes,Yes,Electronic check,Yes,0,Yes,4267.648534,Female,43,No
2979,Month-to-month,No,No,DSL,52.09685141,No,No,Electronic check,Yes,0,No,52.09685141,Male,1,Yes
2980,One year,No,No,Fiber optic,100.9,No,No,Mailed check,Yes,0,Yes,5552.05,Male,55,No
2981,Two year,No,No internet service,No,19.5,No,No,Credit card (automatic),Yes,0,No internet service,1050.5,Male,53,No
2982,Two year,No,Yes,DSL,73.25,Yes,No,Bank transfer (automatic),Yes,1,No,4054.2,Female,56,No
2983,Month-to-month,No,No,Fiber optic,101.8418971,No,No,Electronic check,Yes,0,No,101.8418971,Female,1,Yes
2984,Month-to-month,No,No,Fiber optic,84.22362097,Yes,No,Electronic check,Yes,0,No,750.9877291,Male,9,Yes
2985,Month-to-month,No,No,DSL,44.93188439,No,No,Electronic check,Yes,0,No,138.71256259999998,Female,3,Yes
2986,Two year,Yes,No,DSL,50.55,No phone service,Yes,Bank transfer (automatic),No,0,Yes,3364.55,Male,66,No
2987,Month-to-month,No,No,Fiber optic,70.4,No,No,Electronic check,Yes,1,No,204.7,Female,3,Yes
2988,Month-to-month,No,No,Fiber optic,96.55,Yes,No,Electronic check,Yes,1,Yes,3580.3,Female,37,Yes
2989,Month-to-month,No,No,DSL,34.86609851,No,No,Electronic check,Yes,0,No,34.86609851,Female,1,Yes
2990,Month-to-month,No,No,DSL,50.7,No,No,Mailed check,Yes,0,No,50.7,Male,1,No
2991,Month-to-month,No,No,Fiber optic,81.1,No,No,Electronic check,Yes,0,No,81.1,Female,1,Yes
2992,One year,No,Yes,Fiber optic,110.75,Yes,No,Bank transfer (automatic),Yes,1,Yes,7053.35,Male,62,No
2993,One year,No,Yes,Fiber optic,100.9011432,Yes,Yes,Electronic check,Yes,0,Yes,5784.510182,Male,56,Yes
2994,Two year,Yes,No internet service,No,20.05,No,Yes,Credit card (automatic),Yes,0,No internet service,1360.25,Male,70,No
2995,Month-to-month,No,No internet service,No,19.9,No,No,Bank transfer (automatic),Yes,0,No internet service,601.55,Female,32,No
2996,One year,No,No,Fiber optic,97.75,Yes,Yes,Bank transfer (automatic),Yes,0,No,5043.2,Male,53,No
2997,Month-to-month,No,No,Fiber optic,69.7,No,No,Electronic check,Yes,1,No,560.85,Male,8,Yes
2998,One year,No,No,DSL,40.3,No phone service,No,Bank transfer (automatic),No,0,No,1630.4,Female,39,No
2999,Month-to-month,No,No internet service,No,19.55,No,No,Mailed check,Yes,0,No internet service,19.55,Female,1,No
3000,Month-to-month,Yes,No,Fiber optic,92.55,Yes,Yes,Electronic check,Yes,0,Yes,1515.1,Male,17,Yes
3001,Month-to-month,No,No,Fiber optic,76.5,Yes,No,Electronic check,Yes,0,No,162.45,Male,2,Yes
3002,Two year,Yes,No,DSL,61.9,Yes,No,Bank transfer (automatic),Yes,0,No,2283.300441,Male,0,No
3003,Two year,No,Yes,Fiber optic,107.6,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6912.7,Male,62,No
3004,Month-to-month,Yes,No,Fiber optic,99.85,No,Yes,Electronic check,Yes,0,Yes,2331.3,Male,23,Yes
3005,One year,Yes,Yes,Fiber optic,98.6,No,Yes,Bank transfer (automatic),Yes,0,Yes,1704.95,Female,17,Yes
3006,Month-to-month,No,No,DSL,49.958833,No,No,Electronic check,Yes,0,No,49.958833,Female,1,Yes
3007,Month-to-month,Yes,Yes,Fiber optic,87.25,Yes,Yes,Electronic check,Yes,0,No,1258.6,Female,14,Yes
3008,Month-to-month,Yes,Yes,Fiber optic,99.5,Yes,Yes,Credit card (automatic),Yes,1,Yes,6822.15,Male,66,Yes
3009,Two year,No,No,Fiber optic,84.05,Yes,Yes,Bank transfer (automatic),Yes,0,No,6052.25,Female,72,No
3010,Month-to-month,No,Yes,Fiber optic,93.9,Yes,No,Bank transfer (automatic),Yes,1,Yes,1743.9,Male,18,No
3011,Month-to-month,Yes,No internet service,No,20.25,No,No,Mailed check,Yes,0,No internet service,535.35,Female,28,No
3012,Month-to-month,No,Yes,Fiber optic,90.0,No,Yes,Electronic check,Yes,1,Yes,3371.75,Female,37,No
3013,One year,No,No,DSL,24.35,No phone service,No,Credit card (automatic),No,0,No,150.85,Male,7,No
3014,Two year,No,Yes,DSL,75.15,Yes,Yes,Credit card (automatic),Yes,1,No,3480.35,Male,45,No
3015,Month-to-month,No,No,DSL,55.3,No,Yes,Mailed check,Yes,0,Yes,55.3,Female,1,No
3016,Month-to-month,No,No,Fiber optic,77.79307776,Yes,No,Electronic check,Yes,0,Yes,1198.20681,Female,16,Yes
3017,Month-to-month,No,Yes,Fiber optic,98.28424664,Yes,Yes,Electronic check,Yes,0,Yes,4730.743725,Male,48,No
3018,Month-to-month,No,No,Fiber optic,70.0,No,Yes,Electronic check,Yes,0,No,70.0,Male,1,Yes
3019,Two year,Yes,Yes,Fiber optic,104.05,Yes,No,Electronic check,Yes,0,Yes,6590.5,Male,62,No
3020,Month-to-month,Yes,No internet service,No,19.7,No,Yes,Mailed check,Yes,0,No internet service,19.7,Male,1,No
3021,Month-to-month,No,No,Fiber optic,89.85,Yes,Yes,Electronic check,Yes,1,No,4925.35,Male,57,No
3022,One year,No,Yes,Fiber optic,99.25,No,No,Electronic check,Yes,0,Yes,3532.0,Female,35,No
3023,Month-to-month,No,No,DSL,25.05,No phone service,Yes,Electronic check,No,1,No,25.05,Male,1,Yes
3024,One year,Yes,No internet service,No,20.3,No,Yes,Mailed check,Yes,0,No internet service,31.9,Female,2,No
3025,Month-to-month,Yes,No,DSL,54.65,No,Yes,Mailed check,Yes,0,No,482.25,Female,8,No
3026,Two year,Yes,No internet service,No,25.35,Yes,Yes,Mailed check,Yes,0,No internet service,2283.300441,Male,0,No
3027,Two year,No,Yes,DSL,62.15,No phone service,Yes,Mailed check,No,0,Yes,3778.85,Male,61,No
3028,Month-to-month,No,No,Fiber optic,77.59450509,Yes,No,Electronic check,Yes,0,No,1148.956491,Female,14,No
3029,One year,No,No internet service,No,20.1,No,No,Mailed check,Yes,0,No internet service,279.5,Male,17,No
3030,Month-to-month,Yes,No internet service,No,20.3,No,Yes,Mailed check,Yes,0,No internet service,40.25,Male,2,No
3031,Month-to-month,No,No,Fiber optic,63.52023008,No,No,Electronic check,Yes,0,No,288.4645006,Female,4,Yes
3032,Month-to-month,No,No,Fiber optic,75.23666120000001,No,No,Electronic check,Yes,0,No,165.55255640000001,Female,2,Yes
3033,Month-to-month,Yes,No internet service,No,19.35,No,Yes,Mailed check,Yes,0,No internet service,275.9,Female,16,No
3034,Month-to-month,No,No,Fiber optic,70.8,No,No,Mailed check,Yes,0,No,70.8,Female,1,Yes
3035,One year,Yes,Yes,Fiber optic,105.75,No,Yes,Credit card (automatic),Yes,0,Yes,7322.5,Male,68,No
3036,Two year,No,Yes,Fiber optic,113.0,Yes,Yes,Credit card (automatic),Yes,1,Yes,7987.6,Female,70,No
3037,Month-to-month,No,Yes,DSL,29.4,No phone service,No,Electronic check,No,1,No,221.9,Male,8,Yes
3038,One year,No,Yes,DSL,60.3,No,Yes,Credit card (automatic),Yes,0,No,3563.8,Male,58,Yes
3039,Two year,No,Yes,Fiber optic,115.75,Yes,Yes,Credit card (automatic),Yes,1,Yes,8443.7,Female,72,No
3040,Month-to-month,Yes,No,DSL,30.5,No phone service,Yes,Bank transfer (automatic),No,0,No,30.5,Female,1,Yes
3041,Two year,No,No,DSL,65.3,No,No,Bank transfer (automatic),Yes,0,Yes,3512.9,Male,54,No
3042,Month-to-month,No,No,Fiber optic,71.83141795,No,No,Electronic check,Yes,0,No,71.83141795,Male,1,Yes
3043,Month-to-month,No,Yes,Fiber optic,101.75,No,Yes,Electronic check,Yes,0,Yes,1669.4,Female,15,No
3044,Two year,No,No internet service,No,25.7,Yes,Yes,Credit card (automatic),Yes,1,No internet service,1937.4,Female,72,No
3045,Month-to-month,Yes,No,Fiber optic,93.95,No,Yes,Mailed check,Yes,1,Yes,2861.45,Male,32,No
3046,Month-to-month,No,No,Fiber optic,88.54969829,Yes,No,Electronic check,Yes,0,Yes,1950.5032600000002,Male,22,Yes
3047,Month-to-month,No,No,DSL,31.2,No phone service,No,Electronic check,No,0,No,926.2,Female,29,No
3048,Month-to-month,Yes,No,DSL,55.0,Yes,No,Credit card (automatic),Yes,0,No,3092.65,Male,54,Yes
3049,One year,Yes,No,DSL,53.45,No,Yes,Electronic check,Yes,0,No,3053.0,Female,57,No
3050,Month-to-month,No,Yes,Fiber optic,95.48916013,Yes,Yes,Electronic check,Yes,0,Yes,4832.982349,Male,50,Yes
3051,Month-to-month,Yes,No,Fiber optic,95.2,Yes,No,Electronic check,Yes,0,Yes,930.4,Male,10,Yes
3052,Month-to-month,No,No,DSL,25.10606603,No,No,Electronic check,Yes,0,No,90.30029822,Female,4,No
3053,One year,Yes,Yes,Fiber optic,103.05,No,Yes,Mailed check,Yes,0,Yes,5153.5,Female,50,No
3054,Two year,No,No internet service,No,24.95,Yes,No,Bank transfer (automatic),Yes,0,No internet service,1288.0,Female,51,No
3055,Two year,No,Yes,DSL,92.0,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,6474.4,Female,72,No
3056,One year,No,Yes,Fiber optic,115.6,Yes,Yes,Bank transfer (automatic),Yes,1,Yes,6431.05,Female,54,No
3057,Month-to-month,No,No,Fiber optic,99.0,Yes,Yes,Electronic check,Yes,1,Yes,6017.9,Male,60,No
3058,Two year,Yes,No internet service,No,24.75,Yes,Yes,Credit card (automatic),Yes,0,No internet service,1859.1,Male,72,No
3059,Month-to-month,No,No,Fiber optic,78.8,No,No,Electronic check,Yes,1,No,2006.1,Female,26,No
3060,Two year,Yes,No,Fiber optic,95.1,Yes,Yes,Electronic check,Yes,0,Yes,6843.15,Female,72,No
3061,Month-to-month,No,No internet service,No,20.65,No,No,Mailed check,Yes,0,No internet service,109.3,Male,6,No
3062,Two year,No,No,DSL,66.9,Yes,No,Mailed check,Yes,0,No,4577.9,Female,69,No
3063,Two year,No,Yes,Fiber optic,105.35,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,7240.65,Female,69,No
3064,Month-to-month,No,Yes,Fiber optic,89.65,Yes,Yes,Mailed check,Yes,0,No,1761.05,Female,19,Yes
3065,One year,Yes,Yes,Fiber optic,105.4,Yes,Yes,Electronic check,Yes,0,Yes,6989.45,Male,67,No
3066,One year,Yes,Yes,Fiber optic,104.9,Yes,Yes,Credit card (automatic),Yes,0,No,7537.5,Male,72,No
3067,Month-to-month,No,No,Fiber optic,75.3,Yes,No,Mailed check,Yes,0,No,1570.7,Male,21,No
3068,Month-to-month,No,No,Fiber optic,90.64133355,No,No,Electronic check,Yes,0,No,202.0296529,Female,2,Yes
3069,Month-to-month,Yes,No,DSL,60.35,Yes,Yes,Electronic check,Yes,0,Yes,1404.65,Male,25,No
3070,One year,No,No,Fiber optic,94.4,No,Yes,Electronic check,Yes,0,Yes,5610.25,Male,60,Yes
3071,Month-to-month,No,No,Fiber optic,31.80970273,No,No,Electronic check,Yes,0,No,314.72810919999995,Male,11,Yes
3072,Month-to-month,No,No,Fiber optic,52.68613589,No,No,Electronic check,Yes,0,No,223.5481045,Female,4,No
3073,Month-to-month,Yes,No internet service,No,20.15,No,Yes,Credit card (automatic),Yes,0,No internet service,20.15,Female,1,Yes
3074,Month-to-month,No,No,Fiber optic,73.90268423,No,No,Electronic check,Yes,0,No,151.8287133,Female,2,Yes
3075,Month-to-month,No,Yes,Fiber optic,98.7,No,No,Electronic check,Yes,0,Yes,293.65,Male,3,Yes
3076,Month-to-month,No,No,Fiber optic,91.91165648,Yes,No,Electronic check,Yes,0,Yes,1770.166739,Male,19,Yes
3077,Month-to-month,No,No,DSL,64.4,No,No,Credit card (automatic),Yes,0,Yes,195.65,Male,3,No
3078,Month-to-month,No,Yes,DSL,65.5,Yes,No,Bank transfer (automatic),Yes,0,No,573.15,Female,8,No
3079,Month-to-month,No,No,Fiber optic,96.70881848,Yes,Yes,Electronic check,Yes,0,Yes,2729.229187,Male,28,Yes
3080,Month-to-month,No,No,Fiber optic,88.53876193,Yes,No,Electronic check,Yes,0,Yes,1130.8954019999999,Female,13,Yes
3081,Month-to-month,No,No,Fiber optic,61.15138383,Yes,No,Electronic check,Yes,0,Yes,1422.048253,Male,21,No
3082,Month-to-month,No,No,Fiber optic,69.1,No,No,Electronic check,Yes,0,No,435.0,Male,6,No
3083,Month-to-month,Yes,No,DSL,48.8,No,Yes,Mailed check,Yes,0,No,297.35,Female,6,No
3084,One year,No,No,DSL,55.0,No,No,Mailed check,Yes,0,No,1885.15,Female,34,No
3085,Month-to-month,No,Yes,Fiber optic,79.0,No,No,Credit card (automatic),Yes,0,No,2576.8,Male,33,No
3086,Month-to-month,No,No,DSL,34.0,No phone service,Yes,Bank transfer (automatic),No,0,No,1505.35,Female,43,No
3087,Month-to-month,No,Yes,Fiber optic,108.1,Yes,No,Credit card (automatic),Yes,1,Yes,5839.3,Female,52,No
3088,Month-to-month,No,Yes,Fiber optic,98.1,Yes,Yes,Electronic check,Yes,1,Yes,1060.2,Female,12,Yes
3089,Two year,Yes,Yes,Fiber optic,105.25,No,Yes,Bank transfer (automatic),Yes,0,Yes,7173.15,Male,68,No
3090,Month-to-month,No,No,Fiber optic,90.15001367,Yes,No,Electronic check,Yes,0,Yes,2240.411634,Male,24,Yes
3091,One year,No,No,DSL,54.45,Yes,No,Mailed check,Yes,0,No,1893.5,Female,36,No
3092,Month-to-month,No,No internet service,No,19.05,No,No,Mailed check,Yes,0,No internet service,461.3,Female,25,No
3093,Month-to-month,No,No internet service,No,19.75,No,No,Mailed check,Yes,0,No internet service,19.75,Male,1,No
3094,Month-to-month,No,Yes,DSL,59.65,No,No,Bank transfer (automatic),Yes,0,No,2536.55,Female,42,No
3095,One year,No,No internet service,No,25.2,Yes,Yes,Electronic check,Yes,1,No internet service,1306.3,Female,50,No
3096,Month-to-month,No,Yes,Fiber optic,80.45,Yes,No,Electronic check,Yes,0,No,1072.0,Female,14,Yes
3097,Two year,Yes,Yes,DSL,79.5,No,No,Credit card (automatic),Yes,0,Yes,5196.1,Male,66,No
3098,Two year,No,No internet service,No,20.45,No,No,Mailed check,Yes,0,No internet service,1042.65,Male,51,No
3099,Two year,No,Yes,Fiber optic,115.1,Yes,No,Bank transfer (automatic),Yes,0,Yes,7334.05,Female,64,No
3100,Month-to-month,No,No internet service,No,19.65,No,No,Mailed check,Yes,0,No internet service,19.65,Female,1,No
3101,Two year,Yes,No,DSL,80.6,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,5460.2,Female,70,No
3102,Month-to-month,No,Yes,Fiber optic,105.3,Yes,Yes,Electronic check,Yes,1,Yes,7299.65,Male,68,Yes
3103,Month-to-month,No,No,Fiber optic,62.62869939,No,No,Electronic check,Yes,0,Yes,737.7231035,Female,13,Yes
3104,Month-to-month,No,No,Fiber optic,85.7,Yes,No,Electronic check,Yes,1,Yes,85.7,Female,1,Yes
3105,Month-to-month,No,Yes,Fiber optic,89.46057723,Yes,Yes,Electronic check,Yes,0,Yes,4847.693994,Male,53,No
3106,Month-to-month,No,Yes,Fiber optic,101.35,No,No,Electronic check,Yes,0,Yes,1553.95,Male,15,Yes
